nnodes=1229
0.0000000000e+00   0.0000000000e+00   3.3847591396e-11   2.1135870831e-14
7.8363020227e-02   4.1108996579e-06   -1.2368595037e-10   -9.0885632353e-14
1.5672794828e-01   -1.9636250672e-05   -8.6141760391e-11   3.0488112035e-13
2.3508528205e-01   6.7499913619e-05   -3.8077097031e-11   -7.2287315023e-13
3.1331341262e-01   3.5172340990e-03   3.7002401143e-11   1.1636802633e-12
3.9160931349e-01   2.9822855970e-03   4.2412295898e-11   6.8985789303e-13
4.6931305732e-01   -5.9489513626e-03   3.4556357775e-11   -3.3070768346e-14
5.4450325567e-01   -2.7829241347e-02   5.0491166803e-11   4.3502007552e-13
6.1641703290e-01   -5.8695316959e-02   3.4991565201e-11   3.2524954952e-12
6.8253203937e-01   -1.0070932602e-01   2.9043434324e-12   -4.4878684102e-13
7.4677940463e-01   -1.4549774660e-01   8.8613560933e-12   3.3341385208e-14
8.0606361275e-01   -1.9674268770e-01   4.4408920985e-15   -9.6450625264e-16
8.6760045434e-01   -2.4522216206e-01   1.9779733407e-12   1.5348139426e-13
9.2709948492e-01   -2.9621214098e-01   4.8849813084e-14   1.4572371088e-13
9.8814590357e-01   -3.4532665447e-01   6.4037664060e-12   -8.1094853055e-14
1.0534124634e+00   -3.8861189857e-01   2.3483437417e-12   -5.1771087417e-14
1.1226434086e+00   -4.2510618308e-01   1.9022117215e-11   -4.0792369482e-13
1.1962871218e+00   -4.5187959341e-01   -6.0256688528e-11   1.9071411117e-12
1.2702443647e+00   -4.7780507056e-01   -5.0865978096e-12   -5.3494708663e-13
1.3464683249e+00   -4.9545644287e-01   1.4637180357e-12   1.5516060659e-13
1.4240214507e+00   -5.0636089200e-01   1.4257928171e-11   -1.4199058596e-13
1.5022295832e+00   -5.1130549639e-01   2.2083668227e-11   -1.0519363158e-13
1.5795889970e+00   -5.0100786935e-01   1.8424373138e-11   1.6743550990e-14
1.6549737998e+00   -4.7965314660e-01   -1.0436984610e-11   7.0704553323e-13
1.7296409862e+00   -4.5583197239e-01   -8.0628836940e-11   3.9430958498e-13
1.8013931027e+00   -4.2442073977e-01   -3.1320901428e-10   6.5082661482e-12
1.8686953118e+00   -3.8442579793e-01   -1.9492851777e-11   -1.9705952148e-11
1.9330032349e+00   -3.3963630783e-01   -2.7332802688e-11   -1.3891283956e-11
1.9932580386e+00   -2.8957244242e-01   1.5472068071e-12   -9.2103547011e-12
2.0531479406e+00   -2.3905225824e-01   6.1772809090e-12   -4.3260880989e-12
2.1143203369e+00   -1.9009574659e-01   7.5894845963e-12   -1.0445047605e-12
2.1747421878e+00   -1.4020016381e-01   1.3445244917e-11   -1.0830294994e-12
2.2373995905e+00   -9.3173380479e-02   -3.9288572395e-11   -5.9022300936e-12
2.3062451256e+00   -5.5994089364e-02   -6.0405014324e-12   5.9553403875e-12
2.3780279409e+00   -2.4556975903e-02   7.4380768211e-10   5.0546608565e-11
2.4521062065e+00   6.5148929378e-04   5.6129767501e-10   3.3647459818e-12
2.5301119541e+00   7.3662771042e-03   1.9155255160e-10   1.2254502968e-12
2.6084347740e+00   8.1911663770e-03   5.5936588694e-11   -7.5964234902e-13
2.6866988098e+00   4.1774869162e-03   2.1210588841e-11   3.3889557827e-13
2.7649097268e+00   -2.0863000817e-04   7.6427753015e-12   -2.2978147163e-13
2.8432735035e+00   6.0680569889e-05   6.9109162837e-12   4.9793502654e-14
2.9216366758e+00   -1.2703633609e-05   3.2418512319e-13   4.8017145815e-15
3.0000000000e+00   0.0000000000e+00   2.2948132283e-10   6.5364380575e-15
0.0000000000e+00   1.5428571429e-02   3.3347689681e+00   -9.1924654069e-03
7.8364953220e-02   1.5432682207e-02   3.4024088218e+00   -5.1701125646e-03
1.5672170741e-01   1.5408933916e-02   3.4339825829e+00   -2.6132679056e-03
2.3473676586e-01   1.5492134522e-02   3.4828643866e+00   5.9586918027e-03
3.1302616816e-01   1.8943131381e-02   3.9600897667e+00   9.4776266257e-02
3.9254424946e-01   1.8382503487e-02   3.9264001530e+00   -8.9216597621e-02
4.7236021713e-01   9.1757183335e-03   2.4034343015e+00   -2.3253280649e-01
5.4971105211e-01   -1.3306167549e-02   3.3939391027e-01   5.2773857971e-03
6.2362035099e-01   -4.5051526250e-02   -2.7451076804e-01   1.4330022603e-01
6.9108308236e-01   -8.7867189118e-02   -1.5178615431e-01   8.0163532928e-02
7.5624857958e-01   -1.3331679664e-01   -9.6089623634e-02   6.8228510539e-02
8.1588480951e-01   -1.8484374192e-01   -8.9248402283e-02   7.0106734092e-02
8.7739631726e-01   -2.3330235141e-01   -1.3605385016e-01   1.1465328740e-01
9.3695625055e-01   -2.8434264278e-01   -1.6917704043e-01   1.1616283204e-01
9.9725493437e-01   -3.3287408950e-01   -1.7134173796e-01   1.0729442258e-01
1.0612833965e+00   -3.7534203687e-01   -1.7651000294e-01   1.0925396334e-01
1.1288910049e+00   -4.1099915089e-01   -2.3588112877e-01   1.1311330144e-01
1.2014749431e+00   -4.3734937229e-01   -4.4978148611e-01   1.8498096700e-01
1.2745431432e+00   -4.6298746886e-01   -6.1273744233e-01   2.0753138511e-01
1.3492855156e+00   -4.8028725527e-01   -8.9210177816e-01   1.9930595390e-01
1.4255834589e+00   -4.9101159407e-01   -1.1798388494e+00   1.3613166099e-01
1.5016958883e+00   -4.9588615833e-01   -1.2092816652e+00   -1.1699092319e-02
1.5764604810e+00   -4.8589981837e-01   -1.4291657747e+00   -2.7950232077e-01
1.6505259921e+00   -4.6487959514e-01   -1.8826457648e+00   -5.2646570260e-01
1.7241953248e+00   -4.4139640562e-01   -1.8908523020e+00   -7.0141437542e-01
1.7943450644e+00   -4.1069609139e-01   -1.8959570189e+00   -9.5305073911e-01
1.8603400289e+00   -3.7145544465e-01   -1.8483795322e+00   -1.1280088188e+00
1.9236559730e+00   -3.2736155689e-01   -1.6219872250e+00   -1.0258222354e+00
1.9833540050e+00   -2.7774235642e-01   -1.2812024988e+00   -7.8212289948e-01
2.0433528995e+00   -2.2713177228e-01   -7.7524575187e-01   -5.2590843684e-01
2.1045878331e+00   -1.7812414741e-01   -5.4863948683e-02   -1.3102493615e-01
2.1651968946e+00   -1.2807876975e-01   9.9284219856e-01   6.0489743160e-01
2.2290802748e+00   -8.0179928212e-02   2.6112080722e+00   1.5524963659e+00
2.2994790606e+00   -4.2128261558e-02   3.8614786119e+00   1.6701459380e+00
2.3724430569e+00   -1.0174699052e-02   5.1704957803e+00   1.8707768673e+00
2.4489362181e+00   1.5750892922e-02   6.7878497964e+00   1.4690436830e+00
2.5293685808e+00   2.2776929668e-02   5.5355426345e+00   4.1376473070e-01
2.6087487810e+00   2.3616542092e-02   4.5329056699e+00   1.5911257023e-02
2.6875258543e+00   1.9583875647e-02   3.3258054963e+00   -9.4149311838e-02
2.7653153380e+00   1.5214608819e-02   2.6760070687e+00   -7.0522927700e-02
2.8432542163e+00   1.5489239943e-02   3.0221774670e+00   -3.2654250595e-02
2.9216426494e+00   1.5415866639e-02   3.2026441808e+00   -1.6564832083e-02
3.0000000000e+00   1.5428571429e-02   3.3350682612e+00   -9.1952350111e-03
0.0000000000e+00   3.2400000000e-02   5.7234983290e+00   -2.3102159894e-02
7.8367079928e-02   3.2404110645e-02   5.7543434455e+00   -1.5034901441e-02
1.5671522950e-01   3.2380361251e-02   5.7294422904e+00   -7.8218063934e-03
2.3435394029e-01   3.2459244834e-02   5.7338618137e+00   9.9026645657e-03
3.1271220378e-01   3.5911655598e-02   5.8721441021e+00   5.8171720334e-02
3.9357795681e-01   3.5322421930e-02   5.9968317091e+00   -1.0405945599e-01
4.7571277171e-01   2.5812718231e-02   5.1611459322e+00   -2.9051184095e-01
5.5543912268e-01   2.6693948950e-03   2.1799536098e+00   -1.5902234124e-01
6.3154161179e-01   -3.0042095381e-02   -6.5746920196e-02   1.4811859280e-01
7.0048668359e-01   -7.3739143544e-02   -3.6601661694e-01   1.8610231585e-01
7.6666470108e-01   -1.1991777426e-01   -2.7673131619e-01   2.1080751934e-01
8.2668666662e-01   -1.7175369720e-01   -2.2319044096e-01   2.0510216870e-01
8.8817158750e-01   -2.2019041261e-01   -2.8516890503e-01   2.7074488982e-01
9.4779979079e-01   -2.7128710668e-01   -3.3194717090e-01   2.8787765600e-01
1.0072764286e+00   -3.1917740954e-01   -3.4686899224e-01   2.6766038368e-01
1.0699432921e+00   -3.6074629794e-01   -4.2677177173e-01   2.7190684157e-01
1.1357614473e+00   -3.9548056820e-01   -5.7851797015e-01   3.0924643254e-01
1.2071802236e+00   -4.2136565676e-01   -8.7657223466e-01   4.0040898761e-01
1.2792733313e+00   -4.4668855145e-01   -1.1316699760e+00   4.1363567627e-01
1.3523831373e+00   -4.6360090973e-01   -1.4741982096e+00   3.7736209507e-01
1.4273081742e+00   -4.7412802973e-01   -1.7734410738e+00   2.4321420951e-01
1.5011119523e+00   -4.7892477848e-01   -1.8874542485e+00   -9.9687862282e-03
1.5730113148e+00   -4.6928257912e-01   -2.2026973760e+00   -3.5186095389e-01
1.6456313867e+00   -4.4862929588e-01   -2.5592999548e+00   -6.5224144096e-01
1.7182079149e+00   -4.2551621950e-01   -2.4864941448e+00   -8.8551844275e-01
1.7865911692e+00   -3.9559951907e-01   -2.3604585187e+00   -1.1909748297e+00
