ncells=3538
3.9181993269e-02	7.7163728484e-03	3.4714285715e-02	1.5935855438e-03
1.1754440577e-01	7.7063885799e-03	3.4714285714e-02	1.5463809560e-03
1.9581648590e-01	7.7316029659e-03	3.4714285715e-02	1.5227425803e-03
2.7403977871e-01	9.5059791165e-03	3.4714285714e-02	1.5505688978e-03
3.5261636942e-01	1.0976239682e-02	3.4714285714e-02	1.5061351371e-03
4.3144747045e-01	6.1836430363e-03	3.4714285714e-02	1.2722264865e-03
5.0899222366e-01	-9.4453643588e-03	3.4714285715e-02	8.5613658204e-04
5.8356898185e-01	-3.6184807271e-02	3.4714285714e-02	4.4329110650e-04
6.5344268521e-01	-7.3069463113e-02	3.4714285715e-02	1.5354611985e-04
7.1916552642e-01	-1.1682861031e-01	3.4714285715e-02	2.8584103187e-05
7.8125412051e-01	-1.6509914957e-01	3.4714285714e-02	1.1471560898e-05
8.4173619262e-01	-2.1502833825e-01	3.4714285714e-02	2.2859233276e-05
9.0226441096e-01	-2.6476921867e-01	3.4714285715e-02	2.9689143310e-05
9.6234976069e-01	-3.1469739201e-01	3.4714285714e-02	3.4503926956e-05
1.0250095211e+00	-3.6055842162e-01	3.4714285714e-02	3.5834958439e-05
1.0915375286e+00	-4.0003851365e-01	3.4714285714e-02	3.7647001219e-05
1.1623313140e+00	-4.3135624203e-01	3.4714285714e-02	4.3182587227e-05
1.2356234952e+00	-4.5751683584e-01	3.4714285714e-02	5.4878554366e-05
1.3101329197e+00	-4.7915940502e-01	3.4714285714e-02	7.0698972380e-05
1.3863382135e+00	-4.9330001462e-01	3.4714285714e-02	9.2062202330e-05
1.4633550295e+00	-5.0117414046e-01	3.4714285714e-02	1.1988436658e-04
1.5400131185e+00	-4.9856626869e-01	3.4714285714e-02	1.5394106371e-04
1.6154082377e+00	-4.8287757075e-01	3.4714285715e-02	2.0508213730e-04
1.6898320542e+00	-4.6045916121e-01	3.4714285714e-02	2.7865554019e-04
1.7624020457e+00	-4.3311432925e-01	3.4714285714e-02	3.7747285232e-04
1.8312129255e+00	-3.9776697834e-01	3.4714285714e-02	5.2995478935e-04
1.8964337875e+00	-3.5573709999e-01	3.4714285715e-02	7.8507617932e-04
1.9583296359e+00	-3.0858361149e-01	3.4714285714e-02	1.2038275106e-03
2.0182763578e+00	-2.5837324179e-01	3.4714285714e-02	1.8187164259e-03
2.0788516887e+00	-2.0859973563e-01	3.4714285714e-02	2.5015130257e-03
2.1397081505e+00	-1.5912263744e-01	3.4714285714e-02	3.0844685762e-03
2.2015775362e+00	-1.1039792901e-01	3.4714285714e-02	3.3470566440e-03
2.2680478597e+00	-6.7837774949e-02	3.4714285714e-02	3.2011275308e-03
