nnodes=2367
0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.2003229907e-03
0.0000000000e+00	1.5428571030e-02	0.0000000000e+00	2.1478311389e-03
0.0000000000e+00	3.2400000840e-02	0.0000000000e+00	9.3856944950e-03
0.0000000000e+00	5.1068570465e-02	0.0000000000e+00	2.0928838965e-02
0.0000000000e+00	7.1603998542e-02	0.0000000000e+00	3.4388099877e-02
0.0000000000e+00	9.4192974269e-02	0.0000000000e+00	4.7168724643e-02
0.0000000000e+00	1.1904083937e-01	0.0000000000e+00	6.0278446909e-02
0.0000000000e+00	1.4637349546e-01	0.0000000000e+00	7.3368290878e-02
0.0000000000e+00	1.7643941939e-01	0.0000000000e+00	8.5958036827e-02
0.0000000000e+00	2.0951193571e-01	0.0000000000e+00	9.8008088416e-02
0.0000000000e+00	2.4589169025e-01	0.0000000000e+00	1.1013793042e-01
0.0000000000e+00	2.8590944409e-01	0.0000000000e+00	1.1627928646e-01
0.0000000000e+00	3.2775557041e-01	0.0000000000e+00	1.2237235545e-01
0.0000000000e+00	3.7359368801e-01	0.0000000000e+00	1.3473815866e-01
0.0000000000e+00	4.3380892277e-01	0.0000000000e+00	1.4878518252e-01
0.0000000000e+00	5.0916254520e-01	0.0000000000e+00	1.6124360292e-01
0.0000000000e+00	5.8767545223e-01	0.0000000000e+00	1.7085527123e-01
0.0000000000e+00	6.6490727663e-01	0.0000000000e+00	1.7855271080e-01
0.0000000000e+00	7.4113267660e-01	0.0000000000e+00	1.8183852406e-01
0.0000000000e+00	8.1706857681e-01	0.0000000000e+00	1.8069273468e-01
0.0000000000e+00	8.9295446873e-01	0.0000000000e+00	1.8280139180e-01
0.0000000000e+00	9.6883535385e-01	0.0000000000e+00	1.8306508612e-01
0.0000000000e+00	1.0447160006e+00	0.0000000000e+00	1.8273894767e-01
0.0000000000e+00	1.1205966473e+00	0.0000000000e+00	1.8178709219e-01
0.0000000000e+00	1.1964774132e+00	0.0000000000e+00	1.8012148738e-01
0.0000000000e+00	1.2723580599e+00	0.0000000000e+00	1.7859051721e-01
0.0000000000e+00	1.3482387066e+00	0.0000000000e+00	1.7768096303e-01
