nnodes=2367
0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.1949368541e-03
0.0000000000e+00	1.5428571030e-02	0.0000000000e+00	2.1427583242e-03
0.0000000000e+00	3.2400000840e-02	0.0000000000e+00	9.3660584469e-03
0.0000000000e+00	5.1068570465e-02	0.0000000000e+00	2.0896375629e-02
0.0000000000e+00	7.1603998542e-02	0.0000000000e+00	3.4356318003e-02
0.0000000000e+00	9.4192974269e-02	0.0000000000e+00	4.7151814350e-02
0.0000000000e+00	1.1904083937e-01	0.0000000000e+00	6.0271049974e-02
0.0000000000e+00	1.4637349546e-01	0.0000000000e+00	7.3359482186e-02
0.0000000000e+00	1.7643941939e-01	0.0000000000e+00	8.5937435425e-02
0.0000000000e+00	2.0951193571e-01	0.0000000000e+00	9.7972306002e-02
0.0000000000e+00	2.4589169025e-01	0.0000000000e+00	1.1008311621e-01
0.0000000000e+00	2.8590944409e-01	0.0000000000e+00	1.1623230920e-01
0.0000000000e+00	3.2775557041e-01	0.0000000000e+00	1.2230275098e-01
0.0000000000e+00	3.7359368801e-01	0.0000000000e+00	1.3464179197e-01
0.0000000000e+00	4.3380892277e-01	0.0000000000e+00	1.4863951708e-01
0.0000000000e+00	5.0916254520e-01	0.0000000000e+00	1.6105929976e-01
0.0000000000e+00	5.8767545223e-01	0.0000000000e+00	1.7066837444e-01
0.0000000000e+00	6.6490727663e-01	0.0000000000e+00	1.7838334485e-01
0.0000000000e+00	7.4113267660e-01	0.0000000000e+00	1.8169789838e-01
0.0000000000e+00	8.1706857681e-01	0.0000000000e+00	1.8060174304e-01
0.0000000000e+00	8.9295446873e-01	0.0000000000e+00	1.8269550579e-01
0.0000000000e+00	9.6883535385e-01	0.0000000000e+00	1.8297382726e-01
0.0000000000e+00	1.0447160006e+00	0.0000000000e+00	1.8266284892e-01
0.0000000000e+00	1.1205966473e+00	0.0000000000e+00	1.8173245670e-01
0.0000000000e+00	1.1964774132e+00	0.0000000000e+00	1.8008722797e-01
0.0000000000e+00	1.2723580599e+00	0.0000000000e+00	1.7857314261e-01
0.0000000000e+00	1.3482387066e+00	0.0000000000e+00	1.7766659443e-01
0.0000000000e+00	1.4241193533e+00	0.0000000000e+00	1.7706734912e-01
0.0000000000e+00	1.5000000000e+00	0.0000000000e+00	1.7735307673e-01
0.0000000000e+00	1.5758806467e+00	0.0000000000e+00	1.7772690424e-01
0.0000000000e+00	1.6517612934e+00	0.0000000000e+00	1.7919847180e-01
0.0000000000e+00	1.7276419401e+00	0.0000000000e+00	1.8054012881e-01
0.0000000000e+00	1.8035225868e+00	0.0000000000e+00	1.8306969728e-01
0.0000000000e+00	1.8794033527e+00	0.0000000000e+00	1.8613326324e-01
0.0000000000e+00	1.9552839994e+00	0.0000000000e+00	1.8815478632e-01
